priority,plan_id,facility_id,region,prefecture,facility,facility_source,facility_normalized,category,treatment,treatment_class,status,match_score,document_url,amount,tax,unit,products,makers,score,page,excerpt,qc_reason,error
A,P00798,F0544,近畿,大阪府,医療法人 凉庵会 整形外科 吉田クリニック,医療法人 凉庵会 整形外科 吉田クリニック,医療法人 凉庵会 整形外科 吉田クリニック,第二種,多血小板血漿（PRP）の投与による変形性関節症治療,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2603006/5/0,300000,不明,1回,APS|GPS,Zimmer Biomet,8,,"を完全には否定できない 11. 治療にかかる費用について この治療は公的保険の対象ではありませんので、当クリニックの所 定の施術料をお支払いいただきます。 ・PRPを用いた治療(GPSIIIキット使用)における施術料 100,000 円 ・濃縮PRPを用いた治療(APSキット使用)における施術料 300,000 円 ご不明な点は医師・スタッフにお尋ねください。なお1回の施術あ たりの費用は、患部の状態を確認した医師の判断、PRPの遠心回数 等により変更となる場合がございます。 12. その他治療についての注意事 項 患者様の体調が良くない場合や、採取した血液の状態によっては、 PR",,
A,P00799,F0545,近畿,大阪府,医療法人Nクリニック,医療法人Nクリニック,医療法人Nクリニック,第二種,多血小板血漿（PRP）の投与による変形性関節症治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2308011/5/0,55000,不明,,,,2,3,"3 PRP法 55,000円 皮膚科などでも使われており、よい効果がでています。",price candidates remain ambiguous,
A,P00799,F0545,近畿,大阪府,医療法人Nクリニック,医療法人Nクリニック,医療法人Nクリニック,第二種,多血小板血漿（PRP）の投与による変形性関節症治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2308011/5/0,165000,不明,,APS|GPS,Zimmer Biomet,2,3,"2 GPS法 165,000円 ひざでよく使われています。 APSにくらべて、実績がすくなく、効果が弱い可能性があります。",price candidates remain ambiguous,
A,P00799,F0545,近畿,大阪府,医療法人Nクリニック,医療法人Nクリニック,医療法人Nクリニック,第二種,多血小板血漿（PRP）の投与による変形性関節症治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2308011/5/0,330000,不明,,APS,Zimmer Biomet,2,3,"1 APS法 330,000円 ひざでよく使われます。 痛みやはれを取る作用が強いといわれています。",price candidates remain ambiguous,
A,P00800,F0546,近畿,大阪府,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,第二種,自己多血小板血漿（PRP）の投与による変形性関節症の疼痛緩和を目的とした治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2508008/5/0,85000,不明,1部位,GPS,Zimmer Biomet,3,9,"2キット使用時 1部位 85,000円 GPSIIIシステム 1部位",price candidates remain ambiguous,
A,P00800,F0546,近畿,大阪府,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,第二種,自己多血小板血漿（PRP）の投与による変形性関節症の疼痛緩和を目的とした治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2508008/5/0,120000,不明,1部位,APS|GPS,Zimmer Biomet,3,9,"GPSIIIシステム 1部位 120,000円 APS キット 1部位",price candidates remain ambiguous,
A,P00800,F0546,近畿,大阪府,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,第二種,自己多血小板血漿（PRP）の投与による変形性関節症の疼痛緩和を目的とした治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2508008/5/0,300000,不明,1部位,APS,Zimmer Biomet,3,9,"APS キット 1部位 300,000円 その他治療についての注意事項 患者さまの体調が良くない場合や、採取した血液の状態によっては、PRP を分離できないこと",price candidates remain ambiguous,
A,P00800,F0546,近畿,大阪府,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,第二種,自己多血小板血漿（PRP）の投与による変形性関節症の疼痛緩和を目的とした治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2508008/5/0,30000,不明,1部位,,,1,9,"1 キット使用時 1部位 50,000円(学生の方:30,000円) 2キット使用時 1部位",price candidates remain ambiguous,
A,P00800,F0546,近畿,大阪府,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,医療法人 きど整形外科クリニック,第二種,自己多血小板血漿（PRP）の投与による変形性関節症の疼痛緩和を目的とした治療,PRP,QC,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2508008/5/0,50000,不明,1部位,,,1,9,"1 キット使用時 1部位 50,000円(学生の方:30,000円) 2キット使用時 1部位",price candidates remain ambiguous,
A,P00801,F0547,近畿,大阪府,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,第二種,多血小板血漿（PRP）を用いた関節内組織修復並びに創傷治癒（関節内投与）K-Version,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2103014/5/0,55000,不明,,,,7,,"出血などは一時的ですが、症状の強い場合にはご相談ください。 ・効果の持続期間は個人差があります。 ・その他、PRP そのものによる副作用は現在のところ報告されていません。 【治療にかかる費用】 本治療は保険適用となっていないため、患者さまご本人の負担となります。 治療費は1 関節につき55,000 円~80,000 円です。 治療の開始後、患者さまの個人的な事情及び金銭等に関する問題に関しては、一切責任を負いかねます のでご了承ください。 【同意撤回について】 この治療に関して同意した後、患者さまの意志で同意を撤回することができます。 同意を撤回することで患者さまに不利益が生じることはありません。ただし、施術後の撤回につい",,
A,P00801,F0547,近畿,大阪府,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,第二種,多血小板血漿（PRP）を用いた関節内組織修復並びに創傷治癒（関節内投与）K-Version,PRP,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2103014/5/0,80000,不明,,,,7,,"すが、症状の強い場合にはご相談ください。 ・効果の持続期間は個人差があります。 ・その他、PRP そのものによる副作用は現在のところ報告されていません。 【治療にかかる費用】 本治療は保険適用となっていないため、患者さまご本人の負担となります。 治療費は1 関節につき55,000 円~80,000 円です。 治療の開始後、患者さまの個人的な事情及び金銭等に関する問題に関しては、一切責任を負いかねます のでご了承ください。 【同意撤回について】 この治療に関して同意した後、患者さまの意志で同意を撤回することができます。 同意を撤回することで患者さまに不利益が生じることはありません。ただし、施術後の撤回については これには該当",,
A,P00802,F0547,近畿,大阪府,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,第二種,自己皮下脂肪組織由来再生（幹）細胞（ADRCs）を用いた変形性関節症に対する細胞移植治療（ただし、脊柱は除く）,ADRC,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2103016/5/0,200000,税別,1 回,,,8,,いた「変形性関節症に対する 細胞移植治療」は保険適応外となり、自由診療です。 したがいまして、患者様の負担額は10 割となります。 脂肪吸引術を行われる場合、1 回の治療費は80~100 万円(税別)です。凍結バン ク幹細胞を用いての治療は、一度投与を行った部分に再度細胞を移植する場合は15 ~20 万円(税別)、初めて投与を行う部位の場合は25~30 万円(税別)となります。 治療の開始後、患者様の個人的な事情及び金銭等に関する問題に関しては、一切責任 を負いかねますのでご了承ください。 以上の状態や経過などに関する説明は、あくまで平均的なものであり、個人差がある ことをご了承下さい。 もし、偶発的に緊急事態が起きた場合,,
A,P00802,F0547,近畿,大阪府,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,第二種,自己皮下脂肪組織由来再生（幹）細胞（ADRCs）を用いた変形性関節症に対する細胞移植治療（ただし、脊柱は除く）,ADRC,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2103016/5/0,300000,税別,1 回,,,8,,となり、自由診療です。 したがいまして、患者様の負担額は10 割となります。 脂肪吸引術を行われる場合、1 回の治療費は80~100 万円(税別)です。凍結バン ク幹細胞を用いての治療は、一度投与を行った部分に再度細胞を移植する場合は15 ~20 万円(税別)、初めて投与を行う部位の場合は25~30 万円(税別)となります。 治療の開始後、患者様の個人的な事情及び金銭等に関する問題に関しては、一切責任 を負いかねますのでご了承ください。 以上の状態や経過などに関する説明は、あくまで平均的なものであり、個人差がある ことをご了承下さい。 もし、偶発的に緊急事態が起きた場合には、必要に応じて最善の処置を行います。 なお、手術,,
A,P00802,F0547,近畿,大阪府,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,医療法人 再生会 そばじまクリニック,第二種,自己皮下脂肪組織由来再生（幹）細胞（ADRCs）を用いた変形性関節症に対する細胞移植治療（ただし、脊柱は除く）,ADRC,AUTO,1.0,https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2103016/5/0,1000000,税別,1 回,,,8,,)複数回投与 説明・同意書 4 ●手術費用等について 自己皮下脂肪組織由来再生(幹)細胞(ADRCs)を用いた「変形性関節症に対する 細胞移植治療」は保険適応外となり、自由診療です。 したがいまして、患者様の負担額は10 割となります。 脂肪吸引術を行われる場合、1 回の治療費は80~100 万円(税別)です。凍結バン ク幹細胞を用いての治療は、一度投与を行った部分に再度細胞を移植する場合は15 ~20 万円(税別)、初めて投与を行う部位の場合は25~30 万円(税別)となります。 治療の開始後、患者様の個人的な事情及び金銭等に関する問題に関しては、一切責任 を負いかねますのでご了承ください。 以上の状態や経過などに関,,
